stringConstOverrides	PVP_LAST_HUNT_MONSTER_CANCEL_BUTTON_NAME	Cancel
stringConstOverrides	PVP_LAST_HUNT_MONSTER_DROP_REWARD_TEXT	Chance to drop from defeated <HyperLink stylename=\"Clickable\" u=\"\">minor monsters</>
stringConstOverrides	PVP_LAST_HUNT_MONSTER_DROP_REWARD_UNDERLINE_TEXT	Chance to drop from defeated <HyperLink stylename=\"Underline\" u=\"\">minor monsters</>
stringConstOverrides	PVP_LAST_HUNT_MONSTER_RECOMMEND_GROUP	Group Recommended
stringConstOverrides	PVP_LAST_HUNT_MONSTER_RECOMMEND_TEAM	Party Recommended
stringConstOverrides	PVP_LAST_HUNT_MONSTER_SUMMON_BUTTON_NAME	Go to Summon
stringConstOverrides	PVP_LAST_HUNT_MONSTER_SUMMON_LEFT_COUNT_FORMAT	Summons remaining this week: %d
stringConstOverrides	PVP_LAST_HUNT_NOT_OPENED_BUTTON_TEXT	Available when the event begins
stringConstOverrides	PVP_LAST_HUNT_RANK_TAB_GUILD_NAME	Club
stringConstOverrides	PVP_LAST_HUNT_RANK_TAB_PERSONAL_NAME	Personal
stringConstOverrides	PVP_LAST_HUNT_RESURGENCE_TIPS	Select a respawn point, then click Go
stringConstOverrides	PVP_LAST_HUNT_RESURGENCE_TITLE	Select Respawn Point
stringConstOverrides	PVP_LAST_HUNT_REVIVE_BUTTON_NAME	Go to Respawn
stringConstOverrides	PVP_LAST_HUNT_REWARD_PREVIEW_TITLE	Quest Reward Preview
stringConstOverrides	PVP_LAST_HUNT_SCORE_TITLE	Rank Points
stringConstOverrides	PVP_LAST_HUNT_SEND_BUTTON_TITLE	Send Horn
stringConstOverrides	PVP_LAST_HUNT_SEND_CHAT_DEFAULT_TEXT	Brothers, come help me
stringConstOverrides	PVP_LAST_HUNT_SEND_DEFAULT_TIP_TEXT	Summon up to %d players
stringConstOverrides	PVP_LAST_HUNT_SEND_PANEL_TIPS	Summon up to 14 players
stringConstOverrides	PVP_LAST_HUNT_SEND_PANEL_TITLE	Send Horn
stringConstOverrides	PVP_LAST_HUNT_SETTLE_MENT_ASSIST_NUM_TITLE	Assists
stringConstOverrides	PVP_LAST_HUNT_SETTLE_MENT_CANCEL	Cancel
stringConstOverrides	PVP_LAST_HUNT_SETTLE_MENT_KILL_NUM_TITLE	Kills
stringConstOverrides	PVP_LAST_HUNT_SETTLE_MENT_LEAVE	Teleport Away
stringConstOverrides	PVP_LAST_HUNT_SETTLE_MENT_PROGRESS_NUM_TITLE	Hunt Settlement
stringConstOverrides	PVP_LAST_HUNT_SETTLE_MENT_SCORE_NUM_TITLE	Rank Points
stringConstOverrides	PVP_LAST_HUNT_SETTLE_MENT_TITLE	Hunt Settlement
stringConstOverrides	PVP_LAST_HUNT_SUBMIT_CONTENT	Submit Scarlet Relic materials in exchange for Hunt Vouchers
stringConstOverrides	PVP_LAST_HUNT_SUBMIT_REFRESH_DESC	The Hunting Butler changes position on the map every 30 minutes. More Butlers appear when combat is intense.
stringConstOverrides	PVP_LAST_HUNT_SUBMIT_REFRESH_TITLE	Refresh Rules
stringConstOverrides	PVP_LAST_HUNT_SUBMIT_TITLE	Hunting Butler
stringConstOverrides	PVP_LAST_HUNT_SUMMON_AUTHOER_FORMAT	(Summoned by: %s)
stringConstOverrides	PVP_LAST_HUNT_SUMMON_MONSTER_GET_NUM	Attempts Obtained
stringConstOverrides	PVP_LAST_HUNT_SUMMON_MONSTER_LACK_NUM	No attempts remain this week. Earn Hunt Vouchers to obtain more.
stringConstOverrides	PVP_LAST_HUNT_TASK_BUFF_NAME	Power of Sighs
stringConstOverrides	PVP_LAST_HUNT_TASK_COMMIT_TEXT	Go to Submit
stringConstOverrides	PVP_LAST_HUNT_TASK_FINISH_TITLE_TEXT	Ended
stringConstOverrides	PVP_LAST_HUNT_TASK_FRAGMENT_NAME	Prey Fragment
stringConstOverrides	PVP_LAST_HUNT_TASK_NOT_ACTIVE_CONTENT_TEXT	Use a Seed of Sighs, defeat monsters or plunder players to obtain Prey Fragments, then submit them to the Earl of Order for rewards.
stringConstOverrides	PVP_LAST_HUNT_TASK_NOT_ACTIVE_FINISH_TEXT	The quest has ended. Find the Earl of Order to submit your fragments for rewards.
stringConstOverrides	PVP_LAST_HUNT_TASK_NOT_ACTIVE_TEXT	Inactive
stringConstOverrides	PVP_LAST_HUNT_TASK_PROGRESS_TEXT	Hunt Progress
stringConstOverrides	PVP_LAST_HUNT_TASK_PROP_TEXT	Seed of Sighs
stringConstOverrides	PVP_LAST_HUNT_TASK_QUICK_TEAM	Quick Party
stringConstOverrides	PVP_LAST_HUNT_TASK_TITLE_NAME	Final Hunt
stringConstOverrides	PVP_LAST_HUNT_TITLE_DETAIL_NAME	Details
stringConstOverrides	PVP_LAST_HUNT_TITLE_FOLD_NAME	Collapse
stringConstOverrides	PVP_LAST_HUNT_USE_ITEM_NOT_ACTIVITY_OPEN_FORMAT	Cannot be used outside event hours. Event time: <highlight>%s-%s</>
stringConstOverrides	PVP_LAST_HUNT_USE_ITEM_PROP_DESC	Using Seed of Sighs...
stringConstOverrides	PVP_LAST_HUNT_USE_TASK_TEXT_NAME	Go to Accept Quest
stringConstOverrides	RED_PACKET_ALREADY_RECEIVED	Claimed
stringConstOverrides	SECRET_PARTNER_BTN_ALREADY_CHANGE_ACTOR_NAME	Shifting
stringConstOverrides	SECRET_PARTNER_BTN_CHANGE_ACTOR_NAME	Shift
stringConstOverrides	SECRET_PARTNER_CANCEL_CHANGE_ACTOR	Cancel Shift
stringConstOverrides	SECRET_PARTNER_CHANGE_ACTOR_TITLE	Shift Target
stringConstOverrides	SECRET_PARTNER_SKILL_TEXT	Marionette Skill
stringConstOverrides	SECRET_PARTNER_STAR_UP_TEXT_FORMAT	Sequence %d
stringConstOverrides	SKILL_PRESET_TAB_1	Recommended Builds
stringConstOverrides	TASK_TRACE_DISTANCE	m
stringConstOverrides	TRINITY_ALL_TREASURE_HAVE_CLAIMED	All Rewards Claimed
stringConstOverrides	TEAM_INVITE_SECRET_PARTNER_TITLE	Illusion Application
stringConstOverrides	UIAPPEARANCE_USE	Use
stringConstOverrides	UIAPPEARANCE_USING	In Use
visibleTextExactOverrides	两位先生离开了，不知何时才能看到这充满风采的照片……	["两位先生离开了，不知何时才能看到这充满风采的照片……"] =
visibleTextExactOverrides	Win by Lying Down	["Win by Lying Down"] = "Easy Wins",
visibleTextExactOverrides	在<h>【附近】/【世界】</>聊天栏中打字输入“<HyperLink stylename=\"h\">风暴比烈酒更烈</>”	["在<h>【附近】/【世界】</>聊天栏中打字输入“<HyperLink stylename=\"h\">风暴比烈酒更烈</>”"] =
visibleTextExactOverrides	所向披靡，无往不利！{{player.name}}在<Chat_Highlight>{{gameMode.name}}</>中获得<Chat_Highlight>{{eventMessageParams.curWinStreak}}连胜</>，战场之上，新的神话已在书写！	["所向披靡，无往不利！{{player.name}}在<Chat_Highlight>{{gameMode.name}}</>中获得<Chat_Highlight>{{eventMessageParams.curWinStreak}}连胜</>，战场之上，新的神话已在书写！"] =
visibleTextExactOverrides	Invincible and unstoppable! {{player.name}} has achieved a <Chat_Highlight>{{eventMessageParams.curWinStreak}} win streak in <Chat_Highlight>{{gameMode.name}}</>! On the battlefield, a new legend is being written!</>	["Invincible and unstoppable! {{player.name}} has achieved a <Chat_Highlight>{{eventMessageParams.curWinStreak}} win streak in <Chat_Highlight>{{gameMode.name}}</>! On the battlefield, a new legend is being written!</>"] =
visibleTextExactOverrides	推理检定	["推理检定"] = "Deduction Check",
visibleTextExactOverrides	发现它变成了一份地图，还标注了奇迹降临的位置……	["发现它变成了一份地图，还标注了奇迹降临的位置……"] =
visibleTextExactOverrides	沙利亚特	["沙利亚特"] = "Sariat",
visibleTextExactOverrides	迪尼特	["迪尼特"] = "Dinit",
visibleTextExactOverrides	罗、罗茜！你今天过得好吗？	["罗、罗茜！你今天过得好吗？"] = "R-Rosie! How are you today?",
visibleTextExactOverrides	罗、罗茜！你今天过得好吗?	["罗、罗茜！你今天过得好吗?"] = "R-Rosie! How are you today?",
visibleTextExactOverrides	啊，弗雷泽！我很好，这束花是……	["啊，弗雷泽！我很好，这束花是……"] =
visibleTextExactOverrides	啊，弗雷泽！我很好，这束花是......	["啊，弗雷泽！我很好，这束花是......"] =
visibleTextExactOverrides	啊，弗雷泽！我很好，这束花是...	["啊，弗雷泽！我很好，这束花是..."] =
visibleTextExactOverrides	我想把它送给你，其实，我对你……	["我想把它送给你，其实，我对你……"] =
visibleTextExactOverrides	我想把它送给你，其实，我对你......	["我想把它送给你，其实，我对你......"] =
visibleTextExactOverrides	我想把它送给你，其实，我对你...	["我想把它送给你，其实，我对你..."] =
visibleTextExactOverrides	再战·一号信徒	["再战·一号信徒"] = "Rematch: Believer Number One",
visibleTextExactOverrides	黎明降临	["黎明降临"] = "Dawn Arrival",
visibleTextExactOverrides	仲裁烙印	["仲裁烙印"] = "Arbitration Brand",
visibleTextExactOverrides	窥秘凝视	["窥秘凝视"] = "Mystery Pry Gaze",
visibleTextExactOverrides	晨曦守护	["晨曦守护"] = "Morning Light Protection",
visibleTextExactOverrides	骑士誓约	["骑士誓约"] = "Knight's Oath",
visibleTextExactOverrides	蝶灵附身	["蝶灵附身"] = "Butterfly Spirit Possession",
visibleTextExactOverrides	丧钟回响	["丧钟回响"] = "Death Knell Echo",
visibleTextExactOverrides	头狼连爪	["头狼连爪"] = "Alpha Wolf Claw Combo",
visibleTextExactOverrides	钻头守护	["钻头守护"] = "Drill Protection",
visibleTextExactOverrides	要变强	["要变强"] = "Improve",
visibleTextExactOverrides	今日已领取	["今日已领取"] = "Claimed Today",
visibleTextExactOverrides	奖励已领取	["奖励已领取"] = "Reward Claimed",
visibleTextExactOverrides	已领取全部奖励	["已领取全部奖励"] = "All Rewards Claimed",
visibleTextExactOverrides	使用中	["使用中"] = "In Use",
visibleTextExactOverrides	图鉴	["图鉴"] = "Codex",
visibleTextExactOverrides	跟随卡萝，来到了工厂区。	["跟随卡萝，来到了工厂区。"] = "Follow Carol to the Factory District.",
visibleTextExactOverrides	全部重置	["全部重置"] = "Reset All",
visibleTextExactOverrides	装备方案	["装备方案"] = "Equipment Builds",
visibleTextExactOverrides	自动分解	["自动分解"] = "Auto-Dismantle",
visibleTextExactOverrides	获得方式	["获得方式"] = "How to Obtain",
visibleTextExactOverrides	下一级效果	["下一级效果"] = "Next-Level Effect",
visibleTextExactOverrides	在目标位置召唤窥秘之眼，对目标造成持续伤害和减速。	["在目标位置召唤窥秘之眼，对目标造成持续伤害和减速。"] =
visibleTextExactOverrides	感知灵界，观测星空，通过灵性物品启示的命运变化，解读其映射的现实空间异动、事态发展走向与潜在未知危险。	["感知灵界，观测星空，通过灵性物品启示的命运变化，解读其映射的现实空间异动、事态发展走向与潜在未知危险。"] =
visibleTextExactOverrides	占星启示期间，周围的玩家可以获得临时技能来获取占星指引。	["占星启示期间，周围的玩家可以获得临时技能来获取占星指引。"] =
visibleTextExactOverrides	使自身获得武力加4，直觉加2。使用临时技能获取占星指引的玩家也可以获得武力加4，直觉加2。	["使自身获得武力加4，直觉加2。使用临时技能获取占星指引的玩家也可以获得武力加4，直觉加2。"] =
visibleTextExactOverrides	木桩训练	["木桩训练"] = "Training Dummy",
visibleTextExactOverrides	家族任务	["家族任务"] = "Family Quests",
visibleTextExactOverrides	你尚未加入任何家族	["你尚未加入任何家族"] = "You haven't joined a Family.",
visibleTextExactOverrides	[队伍]	["[队伍]"] = "[Team]",
visibleTextExactOverrides	【附身能力】	["【附身能力】"] = "[Possession Ability]",
